course_name,math/stat,stock_trading,stress_relieve,mobile_app_dev,critical_thinking/reasoning,database,courses_taught_in_foreign_language,javascript(minor_topic),social_science,random1,web_development,languages,finance/accounting,nutrition/health,financial_math(small_cluster),speaking/sound(small_cluster),online_ed_related,music,random2,photography,e-commerce/small_business,random3,fitness/weight_loss,science,programming,liberal_art,tsne_1,tsne_2,color,rating counts,total_enrollment,rating,final_provider,final_link,effort_hr_wk,final_price,course_name_for_hover,course_name_for_unhover,course_name_with_underscore,final_img
 Java for Beginners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427930063928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0491031432778,0.0,0.0,0.0,0.0,0.510680468007,0.0,-9.42162878576,2.10258735621,#8dd3c7,2.0,29.0,50.0,Udemy,https://www.udemy.com/java-for-beginners4/,0,9,hovercourse(' Java for Beginners'),unhovercourse(' Java for Beginners'),_Java_for_Beginners,../static/course_images/_Java_for_Beginners.jpg
Java Programming with Eclipse for developers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689807324889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.290552740577,0.0,-12.9303893801,0.817323338765,#4dae4a,1.0,1205.0,100.0,Udemy,https://www.udemy.com/java-programming-with-eclipse-for-developers/,0,19,hovercourse('Java Programming with Eclipse for developers'),unhovercourse('Java Programming with Eclipse for developers'),Java_Programming_with_Eclipse_for_developers,../static/course_images/Java_Programming_with_Eclipse_for_developers.jpg
How to Build an eCommerce Website With Miva Merchant,0.0,0.0,0.0,0.0,0.0,0.056187069448,0.0,0.0,0.0,0.0,0.703038229964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228779663643,0.0,-13.0174404018,0.97047088529,#4dae4a,0.0,1816.0,0.0,Udemy,https://www.udemy.com/miva-merchant-developer-training-series/,0,n.a.,hovercourse('How to Build an eCommerce Website With Miva Merchant'),unhovercourse('How to Build an eCommerce Website With Miva Merchant'),How_to_Build_an_eCommerce_Website_With_Miva_Merchant,../static/course_images/0.png
Redis,0.0,0.0,0.0,0.0,0.0,0.142088103326,0.0,0.0,0.0,0.0,0.683300431292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165491719148,0.0,-12.2680819692,3.30975845619,#4dae4a,3.0,105.0,86.666,Udemy,https://www.udemy.com/learn-redis/,0,24,hovercourse('Redis'),unhovercourse('Redis'),Redis,../static/course_images/Redis.jpg
C# Developers: Double Your Coding Speed with Visual Studio ,0.0,0.0,0.0,0.0440325031311,0.0,0.0,0.0,0.0,0.0,0.0,0.42165871757,0.0,0.0,0.0,0.0,0.0,0.0375405072704,0.0861211576631,0.0,0.0,0.0,0.0,0.0935113623879,0.0,0.314925318733,0.0,-9.37407966937,1.98985409766,navy,52.0,1860.0,96.538,Udemy,https://www.udemy.com/visual-studio-tips-tricks/,0,99,hovercourse('C# Developers: Double Your Coding Speed with Visual Studio '),unhovercourse('C# Developers: Double Your Coding Speed with Visual Studio '),C#_Developers:_Double_Your_Coding_Speed_with_Visual_Studio_,../static/course_images/C#_Developers:_Double_Your_Coding_Speed_with_Visual_Studio_.jpg
Rapid PhantomJS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0683093906774,0.0,0.538281438298,0.0,0.0,0.0,0.0336187393627,0.0,0.0804061652103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268319988263,0.0,-10.1082432353,1.50081823921,#4dae4a,0.0,30.0,0.0,Udemy,https://www.udemy.com/rapid-phantomjs/,0,20,hovercourse('Rapid PhantomJS'),unhovercourse('Rapid PhantomJS'),Rapid_PhantomJS,../static/course_images/Rapid_PhantomJS.jpg
Learn Python: Python for Beginners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433714229009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559185179275,0.0,-9.5110847707,2.0865727312,#8dd3c7,20.0,4552.0,89.0,Udemy,https://www.udemy.com/learn-python/,0,29,hovercourse('Learn Python: Python for Beginners'),unhovercourse('Learn Python: Python for Beginners'),Learn_Python:_Python_for_Beginners,../static/course_images/Learn_Python:_Python_for_Beginners.jpg
Learn PHP Programming for Absolute Beginners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.689433858572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277599108459,0.0,-12.9521506534,0.818537702121,#4dae4a,11.0,1846.0,85.454,Udemy,https://www.udemy.com/learn-php-programming-for-absolute-beginners/,0,n.a.,hovercourse('Learn PHP Programming for Absolute Beginners'),unhovercourse('Learn PHP Programming for Absolute Beginners'),Learn_PHP_Programming_for_Absolute_Beginners,../static/course_images/Learn_PHP_Programming_for_Absolute_Beginners.jpg
Learn Advanced PHP Programming,0.0,0.0,0.0,0.0,0.0,0.124421276205,0.0,0.0,0.0,0.0,0.558302526999,0.0,0.0,0.0,0.0,0.0672478054194,0.0897305372344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151518589928,0.0,-10.6976193527,3.78470340473,#4dae4a,12.0,497.0,88.334,Udemy,https://www.udemy.com/learn-advanced-php-programming/,0,47,hovercourse('Learn Advanced PHP Programming'),unhovercourse('Learn Advanced PHP Programming'),Learn_Advanced_PHP_Programming,../static/course_images/Learn_Advanced_PHP_Programming.jpg
PHP & MySQL Web Development From Scratch - Build 5 Projects,0.0,0.0646422296895,0.0,0.0,0.0,0.166287949218,0.0,0.0,0.0,0.0,0.627944788799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13882570119,0.0,-11.6017373866,3.71077307909,#4dae4a,1.0,103.0,100.0,Udemy,https://www.udemy.com/php-mysqli-web-development/,0,32,hovercourse('PHP & MySQL Web Development From Scratch - Build 5 Projects'),unhovercourse('PHP & MySQL Web Development From Scratch - Build 5 Projects'),PHP_&_MySQL_Web_Development_From_Scratch_-_Build_5_Projects,../static/course_images/PHP_&_MySQL_Web_Development_From_Scratch_-_Build_5_Projects.jpg
Build Outstanding Java Apps with JavaFX much faster,0.0,0.0,0.0,0.0491674886491,0.0,0.108594375221,0.0,0.0,0.0,0.0,0.291587485586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104737697559,0.0,0.0,0.0158875452314,0.0,0.0,0.522215937257,0.0,-8.27131081087,2.6318018764,#8dd3c7,4.0,59.0,95.0,Udemy,https://www.udemy.com/javafx-gui-programming/,0,72,hovercourse('Build Outstanding Java Apps with JavaFX much faster'),unhovercourse('Build Outstanding Java Apps with JavaFX much faster'),Build_Outstanding_Java_Apps_with_JavaFX_much_faster,../static/course_images/Build_Outstanding_Java_Apps_with_JavaFX_much_faster.jpg
Python Crash Course: Become a successful programmer today,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423652437141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572810869667,0.0,-9.40390729781,2.11071798844,#8dd3c7,6.0,823.0,96.666,Udemy,https://www.udemy.com/python-master-class/,0,10,hovercourse('Python Crash Course: Become a successful programmer today'),unhovercourse('Python Crash Course: Become a successful programmer today'),Python_Crash_Course:_Become_a_successful_programmer_today,../static/course_images/Python_Crash_Course:_Become_a_successful_programmer_today.jpg
Data Visualization with D3. js: Bring Data to Life,0.0929799417976,0.0,0.0,0.0,0.0,0.0981978806373,0.0,0.0548544723276,0.0,0.0,0.415754067941,0.0,0.0,0.0,0.0943247618938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0735968098058,0.166163425875,0.0,-9.47688843384,2.94067978909,navy,1.0,205.0,100.0,Udemy,https://www.udemy.com/data-visualization-with-d3-js-bring-data-to-life/,0,20,hovercourse('Data Visualization with D3. js: Bring Data to Life'),unhovercourse('Data Visualization with D3. js: Bring Data to Life'),Data_Visualization_with_D3._js:_Bring_Data_to_Life,../static/course_images/Data_Visualization_with_D3._js:_Bring_Data_to_Life.jpg
Treasureboat the new WebObjects Framework Part: 1,0.0,0.0,0.0,0.133269048484,0.0,0.0,0.0,0.0,0.0,0.0,0.577036697379,0.0,0.0,0.0,0.0,0.0,0.0,0.0105318467777,0.0,0.0,0.0,0.0,0.0,0.0,0.275171115633,0.0,-12.0495031689,2.38212023404,#4dae4a,1.0,11.0,100.0,Udemy,https://www.udemy.com/treasureboat/,0,72,hovercourse('Treasureboat the new WebObjects Framework Part: 1'),unhovercourse('Treasureboat the new WebObjects Framework Part: 1'),Treasureboat_the_new_WebObjects_Framework_Part:_1,../static/course_images/Treasureboat_the_new_WebObjects_Framework_Part:_1.jpg
Make interactive games with Fungus & Unity3D - no coding!,0.0,0.0,0.0,0.154238896121,0.0,0.0,0.0,0.0,0.0,0.0,0.411132904465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414055748608,0.0,-12.1723682301,4.936078466,navy,4.0,90.0,85.0,Udemy,https://www.udemy.com/make-interactive-games-with-fungus-unity3d-no-coding-required/,0,24,hovercourse('Make interactive games with Fungus & Unity3D - no coding!'),unhovercourse('Make interactive games with Fungus & Unity3D - no coding!'),Make_interactive_games_with_Fungus_&_Unity3D_-_no_coding!,../static/course_images/Make_interactive_games_with_Fungus_&_Unity3D_-_no_coding!.jpg
Create Your WebBrowser: Learn C# Fundamentals Practically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409850721064,0.0,0.0,0.0,0.0,0.0,0.148117186729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437090106817,0.0,-8.28080234989,0.818669823538,navy,0.0,525.0,0.0,Udemy,https://www.udemy.com/create-your-webbrowser-learn-c-fundamentals-practically/,0,25,hovercourse('Create Your WebBrowser: Learn C# Fundamentals Practically'),unhovercourse('Create Your WebBrowser: Learn C# Fundamentals Practically'),Create_Your_WebBrowser:_Learn_C#_Fundamentals_Practically,../static/course_images/Create_Your_WebBrowser:_Learn_C#_Fundamentals_Practically.jpg
Learn Programming with Python,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53803732779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169951901545,0.0,0.0,0.0,0.28207127196,0.0,-10.2364223292,-0.27166372425,#4dae4a,22.0,3024.0,82.728,Udemy,https://www.udemy.com/learn-computer-programming-with-python/,0,49,hovercourse('Learn Programming with Python'),unhovercourse('Learn Programming with Python'),Learn_Programming_with_Python,../static/course_images/Learn_Programming_with_Python.jpg
Learning Objective-C Programming,0.0,0.0,0.0,0.0412639976217,0.0,0.0,0.0,0.0,0.0,0.0,0.438888291517,0.0,0.0,0.0,0.0,0.0,0.169782874739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338630324688,0.0,-8.38759336963,0.666689674862,navy,0.0,171.0,0.0,Udemy,https://www.udemy.com/learning-objective-c-programming/,0,99,hovercourse('Learning Objective-C Programming'),unhovercourse('Learning Objective-C Programming'),Learning_Objective-C_Programming,../static/course_images/Learning_Objective-C_Programming.jpg
Introducing AngularJS ,0.0,0.0,0.0,0.0328025767,0.0854655039926,0.0435772117218,0.0,0.0,0.0,0.0,0.639627365062,0.0125351189718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184009670022,0.0,-11.7445722425,1.58149286278,#4dae4a,3.0,31.0,93.334,Udemy,https://www.udemy.com/introducing-angularjs/,0,23,hovercourse('Introducing AngularJS '),unhovercourse('Introducing AngularJS '),Introducing_AngularJS_,../static/course_images/Introducing_AngularJS_.jpg
Advanced Backend Web Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735081367272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258029998973,0.0,-13.3762669635,0.335925977489,#4dae4a,1.0,115.0,100.0,Udemy,https://www.udemy.com/refactoru-adv-backend-dev/,0,19,hovercourse('Advanced Backend Web Development'),unhovercourse('Advanced Backend Web Development'),Advanced_Backend_Web_Development,../static/course_images/0.png
The Next Step with Sass and Compass,0.0,0.0,0.0712061816787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65072214867,0.0,0.0,0.0,0.0,0.0305454335563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24106704643,0.0,-12.0264825794,1.1569064547,#4dae4a,4.0,143.0,75.0,Udemy,https://www.udemy.com/the-next-step-with-sass-and-compass/,0,19,hovercourse('The Next Step with Sass and Compass'),unhovercourse('The Next Step with Sass and Compass'),The_Next_Step_with_Sass_and_Compass,../static/course_images/The_Next_Step_with_Sass_and_Compass.jpg
Data Analysis with Python and Pandas,0.0,0.0,0.0,0.0,0.0,0.165883678817,0.0,0.0,0.0,0.0,0.575639108783,0.0,0.0,0.0,0.0560202461224,0.0,0.0795262506241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.117581759974,0.0,-10.9072977806,3.95092493354,#4dae4a,7.0,2025.0,88.572,Udemy,https://www.udemy.com/data-analysis-with-python-and-pandas/,0,99,hovercourse('Data Analysis with Python and Pandas'),unhovercourse('Data Analysis with Python and Pandas'),Data_Analysis_with_Python_and_Pandas,../static/course_images/Data_Analysis_with_Python_and_Pandas.jpg
Learning C# .NET - Programming for Beginners. ,0.0,0.0,0.0,0.0475684423018,0.0,0.0,0.0,0.0,0.0,0.0,0.356342546143,0.0,0.0,0.0,0.0456892566812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488559384722,0.0492201778442,-8.61637156093,2.297786725,navy,11.0,1345.0,89.09,Udemy,https://www.udemy.com/c-sharp-for-beginners/,0,99,hovercourse('Learning C# .NET - Programming for Beginners. '),unhovercourse('Learning C# .NET - Programming for Beginners. '),Learning_C#_.NET_-_Programming_for_Beginners._,../static/course_images/Learning_C#_.NET_-_Programming_for_Beginners._.jpg
Building iPhone Apps For Absolute Beginners,0.0,0.111587336288,0.0,0.0991454228763,0.0,0.0,0.0,0.0,0.0,0.0,0.443435302195,0.0,0.0,0.0,0.0,0.0,0.0670447898699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.269171764154,0.0,-9.53060646331,1.7874731886,navy,0.0,50.0,0.0,Udemy,https://www.udemy.com/building-iphone-apps-for-absolute-beginners/,0,20,hovercourse('Building iPhone Apps For Absolute Beginners'),unhovercourse('Building iPhone Apps For Absolute Beginners'),Building_iPhone_Apps_For_Absolute_Beginners,../static/course_images/Building_iPhone_Apps_For_Absolute_Beginners.jpg
Unity 3D Master Class - Game Development For Beginners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443226404456,0.0,0.0,0.0,0.0,0.0,0.191322617987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.339432878008,0.0,-8.3846996178,0.608791284827,navy,19.0,3507.0,94.736,Udemy,https://www.udemy.com/unity-3d-master-class-game-development-for-beginners/,0,41,hovercourse('Unity 3D Master Class - Game Development For Beginners'),unhovercourse('Unity 3D Master Class - Game Development For Beginners'),Unity_3D_Master_Class_-_Game_Development_For_Beginners,../static/course_images/Unity_3D_Master_Class_-_Game_Development_For_Beginners.jpg
Advance Java Programming,0.0,0.0,0.0,0.0,0.0,0.0220605425615,0.0,0.0,0.0,0.0,0.351516045493,0.0718930858964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.543682199815,0.0,-8.57429505098,2.33432422159,#8dd3c7,3.0,266.0,46.666,Udemy,https://www.udemy.com/advance-java-programming/,0,99,hovercourse('Advance Java Programming'),unhovercourse('Advance Java Programming'),Advance_Java_Programming,../static/course_images/Advance_Java_Programming.jpg
Java EE Development with NetBeans 7,0.0,0.0,0.0,0.0,0.0,0.037806341923,0.0,0.0,0.0,0.0,0.436179385406,0.0,0.0,0.0,0.0,0.0,0.218998278841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299323686137,0.0,-8.36871839386,0.56073634855,navy,0.0,32.0,0.0,Udemy,https://www.udemy.com/java-ee-development-with-netbeans-7/,0,85,hovercourse('Java EE Development with NetBeans 7'),unhovercourse('Java EE Development with NetBeans 7'),Java_EE_Development_with_NetBeans_7,../static/course_images/Java_EE_Development_with_NetBeans_7.jpg
"Beginning ES6, The Next Generation of JavaScript",0.0,0.0598038119075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.486917790186,0.0,0.0,0.0,0.0,0.0,0.0992103374776,0.0,0.103238014391,0.012222951551,0.0,0.0,0.0,0.0,0.23585984174,0.0,-9.41980213112,1.37517837745,navy,2.0,1070.0,80.0,Udemy,https://www.udemy.com/learn-es6/,0,17,"hovercourse('Beginning ES6, The Next Generation of JavaScript')","unhovercourse('Beginning ES6, The Next Generation of JavaScript')","Beginning_ES6,_The_Next_Generation_of_JavaScript",../static/course_images/0.png
Programming in Scratch,0.0,0.0,0.0,0.0,0.0773478477768,0.0,0.0,0.0,0.114287875952,0.0,0.44557567879,0.0,0.0,0.0,0.0,0.0,0.102465388073,0.0243768633863,0.0,0.0,0.0,0.0,0.0,0.0,0.224327708948,0.0,-8.65768222666,0.790152789247,navy,,,,EDX,https://www.edx.org/course/programming-scratch-harveymuddx-cs002x-0,6.0,n.a.,hovercourse('Programming in Scratch'),unhovercourse('Programming in Scratch'),Programming_in_Scratch,../static/course_images/scratch-378x225.png
JavaScript from scratch for web developers ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375158138027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0260902026091,0.0,0.587410436483,0.0,-8.86459590326,2.21307620655,#8dd3c7,0.0,16.0,0.0,Udemy,https://www.udemy.com/javascript-tutorial-from-scratch/,0,49,hovercourse('JavaScript from scratch for web developers '),unhovercourse('JavaScript from scratch for web developers '),JavaScript_from_scratch_for_web_developers_,../static/course_images/JavaScript_from_scratch_for_web_developers_.jpg
Learn Node.js from Scratch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.760979883644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.228160387849,0.0,-13.5235051098,0.0910730403377,#4dae4a,9.0,129.0,75.556,Udemy,https://www.udemy.com/learn-nodejs-from-scratch/,0,20,hovercourse('Learn Node.js from Scratch'),unhovercourse('Learn Node.js from Scratch'),Learn_Node.js_from_Scratch,../static/course_images/0.png
Intro to Java Programming,0.0,0.0,0.0,0.0525856288674,0.0,0.0,0.0,0.0,0.0,0.0,0.495933070671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184421044184,0.0,0.0,0.0,0.250469004391,0.0,-10.1230079878,-0.227395342516,navy,145.0,18878.0,72.828,Udemy,https://www.udemy.com/intro-to-java-programming/,0,10,hovercourse('Intro to Java Programming'),unhovercourse('Intro to Java Programming'),Intro_to_Java_Programming,../static/course_images/Intro_to_Java_Programming.jpg
Learn Asp .Net SignalR From Scratch,0.0,0.0,0.0,0.0,0.0409240359349,0.369018789974,0.0,0.0,0.0,0.0,0.485616278806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100392312289,0.0,-10.0556488558,5.91350181968,navy,1.0,78.0,100.0,Udemy,https://www.udemy.com/learn-asp-net-signalr-from-scratch/,0,19,hovercourse('Learn Asp .Net SignalR From Scratch'),unhovercourse('Learn Asp .Net SignalR From Scratch'),Learn_Asp_.Net_SignalR_From_Scratch,../static/course_images/0.png
Introduction To Python Programming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742028769277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280416764299,0.220100494464,0.0,-13.3986247124,0.258590058815,#4dae4a,200.0,11770.0,87.236,Udemy,https://www.udemy.com/pythonforbeginnersintro/,0,n.a.,hovercourse('Introduction To Python Programming'),unhovercourse('Introduction To Python Programming'),Introduction_To_Python_Programming,../static/course_images/Introduction_To_Python_Programming.jpg
JSF - Java Server Faces for Beginners - JSF 2.2,0.0,0.0,0.0,0.0,0.0,0.177723871373,0.0,0.0,0.0,0.0,0.569585938152,0.0,0.0,0.0,0.0,0.0,0.0908507680514,0.0,0.0586346352579,0.0,0.0,0.0,0.0,0.0,0.0955124794728,0.0,-10.8233108071,4.057167558,#4dae4a,36.0,1648.0,97.778,Udemy,https://www.udemy.com/jsf-tutorial/,0,49,hovercourse('JSF - Java Server Faces for Beginners - JSF 2.2'),unhovercourse('JSF - Java Server Faces for Beginners - JSF 2.2'),JSF_-_Java_Server_Faces_for_Beginners_-_JSF_2.2,../static/course_images/JSF_-_Java_Server_Faces_for_Beginners_-_JSF_2.2.jpg
CryENGINE SDK Game Programming Essentials ,0.0,0.0,0.0559332922962,0.0,0.0,0.0529642238589,0.0,0.0,0.0948752774016,0.0,0.286087807493,0.0,0.0,0.0,0.0138050259549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489277209975,0.0,-8.07287648773,2.30175567879,navy,0.0,17.0,0.0,Udemy,https://www.udemy.com/cryengine-sdk-game-programming-essentials/,0,37,hovercourse('CryENGINE SDK Game Programming Essentials '),unhovercourse('CryENGINE SDK Game Programming Essentials '),CryENGINE_SDK_Game_Programming_Essentials_,../static/course_images/CryENGINE_SDK_Game_Programming_Essentials_.jpg
Be a Bootstrap Developer from scratch,0.0171752628569,0.0,0.0,0.0129612468867,0.0675696701757,0.131797666703,0.0,0.0,0.0,0.0,0.640996846505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280864470286,0.0,0.0,0.0,0.100499398305,0.0,-11.7573631401,3.39163321543,#4dae4a,25.0,2569.0,80.0,Udemy,https://www.udemy.com/be-a-bootstrap-developer-from-scratch/,0,n.a.,hovercourse('Be a Bootstrap Developer from scratch'),unhovercourse('Be a Bootstrap Developer from scratch'),Be_a_Bootstrap_Developer_from_scratch,../static/course_images/0.png
Game Development Crash Course w/Corona SDK: You Can Do It!,0.0,0.0,0.0,0.168755311822,0.0,0.0,0.0,0.0,0.0,0.0,0.369970285824,0.0,0.0,0.0,0.0,0.0,0.0,0.0660443194738,0.0407465658681,0.0,0.0,0.0166129527912,0.0,0.0,0.331518834901,0.0,-12.1667336467,5.27532050844,navy,245.0,34917.0,91.346,Udemy,https://www.udemy.com/game-development-crash-course/,0,16,hovercourse('Game Development Crash Course w/Corona SDK: You Can Do It!'),unhovercourse('Game Development Crash Course w/Corona SDK: You Can Do It!'),Game_Development_Crash_Course_w/Corona_SDK:_You_Can_Do_It!,../static/course_images/0.png
Learn C Sharp Programming From Scratch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0247006890449,0.390307464265,0.0,0.0,0.0,0.0,0.0,0.202177341393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372619880644,0.0,-8.1422318017,0.720195419819,navy,13.0,330.0,89.23,Udemy,https://www.udemy.com/learn-c-sharp-programming-from-scratch/,0,99,hovercourse('Learn C Sharp Programming From Scratch'),unhovercourse('Learn C Sharp Programming From Scratch'),Learn_C_Sharp_Programming_From_Scratch,../static/course_images/0.png
Complete Entity Framework Code First : Asp net,0.0,0.0,0.0,0.0,0.0,0.428510820879,0.0,0.0,0.0,0.0,0.42199982223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146020276951,0.0,-9.83636213691,6.35025087281,navy,3.0,37.0,73.334,Udemy,https://www.udemy.com/entity-framework-code-first/,0,18,hovercourse('Complete Entity Framework Code First : Asp net'),unhovercourse('Complete Entity Framework Code First : Asp net'),Complete_Entity_Framework_Code_First_:_Asp_net,../static/course_images/0.png
REST-services testing,0.0,0.0958888035331,0.0,0.0,0.0,0.100004280529,0.0,0.0,0.0,0.0,0.453664947931,0.0,0.0,0.0,0.132550757965,0.0,0.0762691233811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135965978063,0.0,-9.64850547453,3.19992631482,navy,18.0,1445.0,96.666,Udemy,https://www.udemy.com/rest-services-testing-in-60-minutes/,0,37,hovercourse('REST-services testing'),unhovercourse('REST-services testing'),REST-services_testing,../static/course_images/REST-services_testing.jpg
